Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
58.68,0.167876,0.1149426,0.1756225,0.1178623,0.1256077,0.127742,0.1324677,0.135789,0.1741979,0.095234,0.118299,0.1905945,,,,,,,,,,,,,
58.69,0.1614994,0.1200736,0.1906003,0.1160338,0.1231656,0.1415398,0.1176476,0.1396986,0.1854069,0.0945614,0.1188054,0.1854141,,,,,,,,,,,,,
58.7,0.1575475,0.1241263,0.1795974,0.1211735,0.1238696,0.1230664,0.1340124,0.137125,0.1791915,0.0967826,0.1301827,0.1843279,,,,,,,,,,,,,
58.71,0.1524288,0.1175756,0.1811958,0.1193249,0.1284822,0.1287981,0.1265576,0.1399044,0.1813653,0.1017194,0.1352505,0.1835981,,,,,,,,,,,,,
58.72,0.1534449,0.1113825,0.1717802,0.1314788,0.1357507,0.1352397,0.1364779,0.1393059,0.1801492,0.089773,0.1428215,0.1781148,,,,,,,,,,,,,
58.73,0.1499407,0.10664,0.1713557,0.1138986,0.1326653,0.1451814,0.1379472,0.141179,0.1888407,0.092753,0.1279735,0.1838138,,,,,,,,,,,,,
58.74,0.1479421,0.1151267,0.1665592,0.1127443,0.1378603,0.1377007,0.1296476,0.1381905,0.1805966,0.0963944,0.1340537,0.1900557,,,,,,,,,,,,,
58.75,0.1440367,0.1237986,0.1772831,0.1218351,0.1246129,0.1390866,0.1171467,0.1415702,0.1876243,0.0914619,0.1322234,0.1830265,,,,,,,,,,,,,
58.76,0.1473626,0.1103297,0.1693548,0.1226923,0.1256725,0.1270734,0.1273442,0.1397779,0.1932805,0.0953486,0.1412649,0.1817375,,,,,,,,,,,,,
58.77,0.1548602,0.1080382,0.1706509,0.1216037,0.1265459,0.1311361,0.1337483,0.1442164,0.1951981,0.0991139,0.1349553,0.1674498,,,,,,,,,,,,,
58.78,0.1491263,0.1102135,0.1703998,0.1110522,0.1238653,0.1168702,0.1278672,0.1367875,0.1905122,0.0892586,0.1392803,0.1722507,,,,,,,,,,,,,
58.79,0.1398412,0.1188864,0.1736559,0.1145172,0.1243954,0.1315421,0.1390648,0.1424001,0.1766538,0.1005711,0.1420644,0.17694,,,,,,,,,,,,,
58.8,0.141636,0.1145842,0.1902747,0.1192913,0.1367633,0.1276176,0.1548151,0.1486425,0.1810776,0.0959728,0.1369586,0.1766801,,,,,,,,,,,,,
58.81,0.1486871,0.1080093,0.1750927,0.133462,0.1292614,0.124991,0.140561,0.1432341,0.199479,0.0981443,0.1261327,0.1823279,,,,,,,,,,,,,
58.82,0.1379705,0.1081451,0.1690313,0.1231733,0.1315285,0.1225787,0.1465717,0.1442891,0.1883345,0.0871143,0.137937,0.1766493,,,,,,,,,,,,,
58.83,0.1527005,0.114397,0.173246,0.1275285,0.1320271,0.131809,0.1438788,0.1539507,0.1922697,0.098974,0.1402729,0.1804968,,,,,,,,,,,,,
58.84,0.1502062,0.1170253,0.1834003,0.1158981,0.1380234,0.1280662,0.12443,0.1346632,0.191194,0.0889098,0.1415943,0.1845332,,,,,,,,,,,,,
58.85,0.1396376,0.1222941,0.1682311,0.1265766,0.1282082,0.1337753,0.1323267,0.1447447,0.1879153,0.0979943,0.1494982,0.1848853,,,,,,,,,,,,,
58.86,0.1428343,0.1126866,0.175584,0.1403966,0.120319,0.1264738,0.1372667,0.1448085,0.1910104,0.0977424,0.1396804,0.1821193,,,,,,,,,,,,,
58.87,0.1392449,0.1244255,0.1867837,0.125729,0.1216248,0.122567,0.1379569,0.1385306,0.189341,0.0984426,0.1350163,0.1831549,,,,,,,,,,,,,
58.88,0.1401924,0.1171627,0.1793363,0.1255792,0.1212929,0.1371637,0.1352863,0.1426246,0.186318,0.0992601,0.1392779,0.1937888,,,,,,,,,,,,,
58.89,0.1450955,0.1101695,0.1775519,0.1278709,0.1317618,0.1305482,0.1259856,0.143675,0.1903147,0.1010865,0.1327713,0.2040826,,,,,,,,,,,,,
58.9,0.1438967,0.1156254,0.1720203,0.142567,0.1291729,0.1296124,0.1189522,0.1413134,0.1776956,0.1029017,0.1254183,0.2026245,,,,,,,,,,,,,
58.91,0.1368621,0.1150251,0.1773027,0.140913,0.1235154,0.1261852,0.133759,0.1540461,0.1769969,0.104582,0.1353794,0.1857681,,,,,,,,,,,,,
58.92,0.1421095,0.1057507,0.1650101,0.1224048,0.1280172,0.1265916,0.1278082,0.1454769,0.1839965,0.1042798,0.1257807,0.1947274,,,,,,,,,,,,,
58.93,0.14557,0.1131345,0.175047,0.1327029,0.1322238,0.1257327,0.1371916,0.1492302,0.1811145,0.0990711,0.1245402,0.19356,,,,,,,,,,,,,
58.94,0.1471925,0.1162272,0.173895,0.1332669,0.1221966,0.1153115,0.1279992,0.1556781,0.1768625,0.1066853,0.1331845,0.1992056,,,,,,,,,,,,,
58.95,0.1439052,0.1028855,0.1762475,0.1168055,0.1184797,0.1257225,0.1356042,0.1620232,0.1834661,0.1073258,0.1399278,0.1953322,,,,,,,,,,,,,
58.96,0.1473199,0.0977104,0.1678457,0.1351309,0.119515,0.1271423,0.1359379,0.1588004,0.1936047,0.111967,0.1347065,0.1992362,,,,,,,,,,,,,
58.97,0.1409783,0.1009456,0.1759353,0.1324853,0.1179732,0.1207528,0.1480111,0.1421807,0.1958329,0.1141184,0.1294441,0.2006143,,,,,,,,,,,,,
58.98,0.1419945,0.1056548,0.1867566,0.1263928,0.1237257,0.1192329,0.1336767,0.1518787,0.1872061,0.1068564,0.1369122,0.1874963,,,,,,,,,,,,,
58.99,0.1335317,0.1065858,0.18241,0.1179766,0.1220424,0.1247601,0.1374359,0.1440795,0.1903672,0.0993852,0.1237223,0.1893135,,,,,,,,,,,,,
59,0.1437252,0.1158972,0.1889136,0.1211881,0.1239244,0.1209918,0.1424891,0.1466366,0.1902812,0.0876274,0.126074,0.1973924,,,,,,,,,,,,,
59.01,0.1349796,0.117855,0.1837796,0.1117246,0.1219585,0.1302741,0.1413919,0.1382519,0.190786,0.0984244,0.1312178,0.191379,,,,,,,,,,,,,
59.02,0.137816,0.1080231,0.1776516,0.1107649,0.1216333,0.1194075,0.1371027,0.1352668,0.1882426,0.0979535,0.1375384,0.1852289,,,,,,,,,,,,,
59.03,0.1417225,0.1080429,0.1902055,0.1240941,0.1111229,0.1206899,0.1315784,0.1394932,0.1921404,0.1045514,0.130946,0.18453,,,,,,,,,,,,,
59.04,0.144693,0.1025956,0.1779233,0.1260155,0.1177617,0.1172002,0.1393018,0.1545022,0.1919113,0.0986029,0.1389943,0.189553,,,,,,,,,,,,,
59.05,0.1469238,0.1170262,0.1799524,0.1285464,0.1261835,0.1218225,0.1294739,0.1447531,0.1896956,0.1097287,0.130247,0.1863312,,,,,,,,,,,,,
59.06,0.1525736,0.1068742,0.1679741,0.1179796,0.1275021,0.1208624,0.1351458,0.1433257,0.1940097,0.1017555,0.1219949,0.1948669,,,,,,,,,,,,,
59.07,0.1485699,0.1106935,0.1710952,0.1198262,0.1173911,0.1117884,0.1501832,0.1520269,0.1932707,0.1059688,0.131022,0.1984391,,,,,,,,,,,,,
59.08,0.1457734,0.1054816,0.166941,0.1140224,0.1295511,0.1278671,0.1299165,0.1417089,0.1912741,0.1041965,0.1215531,0.2004209,,,,,,,,,,,,,
59.09,0.1429565,0.1071987,0.1792988,0.1217653,0.1210732,0.1300277,0.1287154,0.1461672,0.1989896,0.1011544,0.118793,0.1802606,,,,,,,,,,,,,
59.1,0.138946,0.103292,0.1623553,0.1262128,0.1186264,0.1328366,0.123092,0.148553,0.20152,0.096336,0.1270682,0.1844517,,,,,,,,,,,,,
59.11,0.1373009,0.1089911,0.1633373,0.1362852,0.1157731,0.1232294,0.1270404,0.1503646,0.1936106,0.0930969,0.1335239,0.1874092,,,,,,,,,,,,,
59.12,0.1345056,0.1119639,0.1759667,0.132026,0.1064347,0.1127505,0.1356603,0.1398727,0.1957121,0.0914212,0.1213446,0.1896719,,,,,,,,,,,,,
59.13,0.1434232,0.1062533,0.1815382,0.1173517,0.1170045,0.115994,0.1354099,0.1374516,0.1970985,0.0860416,0.1334792,0.1850301,,,,,,,,,,,,,
59.14,0.1486753,0.1061625,0.1877999,0.1141735,0.1207082,0.1182265,0.1437472,0.1364332,0.1910329,0.0896387,0.1329415,0.1862858,,,,,,,,,,,,,
59.15,0.1550075,0.1163544,0.1658035,0.1222237,0.1095262,0.1188151,0.1215569,0.1456522,0.1943487,0.0923453,0.1202462,0.1914725,,,,,,,,,,,,,
59.16,0.1434036,0.1068428,0.1724258,0.1139636,0.1077068,0.1188498,0.1283388,0.1348107,0.1896834,0.082964,0.1214837,0.1871036,,,,,,,,,,,,,
59.17,0.1343916,0.109677,0.1669364,0.1154904,0.1153238,0.1201125,0.1292952,0.142931,0.1920936,0.102654,0.1248546,0.1807805,,,,,,,,,,,,,
59.18,0.145382,0.1155361,0.1590992,0.1128105,0.1008009,0.1146456,0.1345371,0.1358692,0.19408,0.1003545,0.1198458,0.1941465,,,,,,,,,,,,,
59.19,0.141754,0.1014617,0.1583713,0.1205646,0.1007933,0.117187,0.1295985,0.1409073,0.1874869,0.1072976,0.1255194,0.1966397,,,,,,,,,,,,,
59.2,0.1387161,0.1145729,0.154788,0.1180047,0.1097204,0.1182059,0.1339529,0.1454798,0.1941426,0.1041337,0.1302293,0.186422,,,,,,,,,,,,,
59.21,0.1417443,0.1061621,0.1677899,0.1148475,0.0983092,0.1134211,0.1357305,0.1480675,0.1865103,0.1012412,0.1266321,0.194061,,,,,,,,,,,,,
59.22,0.1406969,0.1079173,0.1590601,0.1035141,0.1003194,0.1060728,0.1453765,0.1431072,0.1842364,0.1094678,0.1176045,0.1838751,,,,,,,,,,,,,
59.23,0.1374539,0.1156141,0.1746082,0.110128,0.1135603,0.1150657,0.1299275,0.1343861,0.1917323,0.1095655,0.1199553,0.1938996,,,,,,,,,,,,,
59.24,0.1503965,0.1016743,0.1746517,0.1159477,0.1058784,0.1123132,0.1290459,0.1287576,0.1847042,0.1098429,0.1249928,0.183765,,,,,,,,,,,,,
59.25,0.1368208,0.1036438,0.1704501,0.1097258,0.1020374,0.1092312,0.1273598,0.1309791,0.1982556,0.1037571,0.1212268,0.1883845,,,,,,,,,,,,,
59.26,0.1447287,0.1099874,0.1709621,0.1055905,0.1066306,0.108143,0.1277431,0.1442475,0.2002244,0.105212,0.1204382,0.1769289,,,,,,,,,,,,,
59.27,0.1433779,0.1190656,0.1984458,0.1079533,0.1179139,0.1076418,0.1182473,0.1395399,0.1851059,0.1006206,0.1333976,0.1853323,,,,,,,,,,,,,
59.28,0.1470434,0.1149415,0.176171,0.1184552,0.1065988,0.120955,0.1259016,0.1509119,0.2005313,0.0962953,0.1186185,0.184137,,,,,,,,,,,,,
59.29,0.1493081,0.1117129,0.1785766,0.114071,0.1055002,0.1109753,0.1371919,0.1414791,0.1818201,0.0942503,0.1300747,0.1909827,,,,,,,,,,,,,
59.3,0.1413044,0.1029146,0.1581193,0.1142721,0.1047303,0.120804,0.1464952,0.1430961,0.1954686,0.1020834,0.1168317,0.1850668,,,,,,,,,,,,,
59.31,0.1472263,0.102838,0.1772859,0.1130645,0.1118175,0.113125,0.1353668,0.1456391,0.1904558,0.1038875,0.1266977,0.1889824,,,,,,,,,,,,,
59.32,0.1438683,0.1111868,0.1554273,0.1303242,0.1127608,0.1157541,0.1383886,0.1508588,0.1958736,0.0966239,0.1133854,0.1842599,,,,,,,,,,,,,
59.33,0.1484572,0.1141277,0.1705877,0.1103521,0.1208324,0.111816,0.1412078,0.134597,0.1904083,0.0980704,0.1267104,0.1804491,,,,,,,,,,,,,
59.34,0.1559654,0.1043104,0.1617695,0.1101866,0.1218372,0.1050694,0.1483038,0.1454632,0.1752831,0.0970854,0.1140942,0.1778373,,,,,,,,,,,,,
59.35,0.146066,0.1030508,0.1732497,0.1143312,0.1267417,0.1043722,0.1410085,0.1450903,0.1944568,0.0998795,0.121844,0.182539,,,,,,,,,,,,,
59.36,0.1439103,0.1155818,0.1713015,0.1076897,0.1144214,0.1080611,0.1397528,0.1504628,0.2011207,0.1111351,0.1115662,0.1831104,,,,,,,,,,,,,
59.37,0.1438366,0.1085426,0.1669298,0.1155081,0.1151259,0.1029426,0.1366932,0.1483414,0.2008565,0.0988412,0.1198064,0.1821177,,,,,,,,,,,,,
59.38,0.1385934,0.1060202,0.1916247,0.1142446,0.1115722,0.1044627,0.1395243,0.1581159,0.1906313,0.1133695,0.1202026,0.1895891,,,,,,,,,,,,,
59.39,0.1386234,0.1063798,0.2046635,0.105634,0.1041245,0.0983282,0.151693,0.1572596,0.1937085,0.1102548,0.1265679,0.1796263,,,,,,,,,,,,,
59.4,0.1505551,0.1091886,0.1926742,0.1190384,0.1075623,0.1117141,0.1435678,0.1465798,0.1975495,0.1055788,0.1189899,0.1928375,,,,,,,,,,,,,
59.41,0.1461397,0.1094358,0.1749979,0.1136367,0.0992848,0.1237721,0.1537725,0.1513319,0.207005,0.1039939,0.1292861,0.1897309,,,,,,,,,,,,,
59.42,0.1530482,0.1067479,0.1790256,0.1259699,0.1036474,0.1184236,0.1381844,0.1473867,0.1942721,0.096927,0.1216085,0.1839087,,,,,,,,,,,,,
59.43,0.1448873,0.1034086,0.166288,0.107066,0.1144988,0.115849,0.1454142,0.1466574,0.2041681,0.1025024,0.1303869,0.1868138,,,,,,,,,,,,,
59.44,0.1458531,0.0996887,0.1537857,0.1140379,0.120939,0.107274,0.1455537,0.1540835,0.198943,0.1006582,0.1234184,0.1888899,,,,,,,,,,,,,
59.45,0.1423579,0.1075761,0.1502703,0.1201071,0.1266725,0.1177159,0.137029,0.1386247,0.1924189,0.1023887,0.1255856,0.1949421,,,,,,,,,,,,,
59.46,0.1484674,0.1162963,0.14519,0.1260702,0.1314855,0.1139186,0.1476651,0.1519336,0.1950072,0.1062122,0.1228497,0.1854209,,,,,,,,,,,,,
59.47,0.1509652,0.112967,0.1480267,0.1309742,0.1322171,0.108279,0.1292569,0.1475411,0.1902926,0.0968504,0.1260701,0.1900591,,,,,,,,,,,,,
59.48,0.1471576,0.1065854,0.1527771,0.1171069,0.1328902,0.119491,0.1330758,0.1487936,0.1915093,0.0931192,0.1198353,0.190255,,,,,,,,,,,,,
59.49,0.1416271,0.1051651,0.1476408,0.1013806,0.1346633,0.1111425,0.1494782,0.1421919,0.1848763,0.0933071,0.1232088,0.196049,,,,,,,,,,,,,
59.5,0.1471705,0.1071861,0.1595672,0.1035259,0.1231991,0.1130624,0.1279956,0.1477753,0.1891802,0.1024057,0.1340459,0.2025364,,,,,,,,,,,,,
59.51,0.1459396,0.1075787,0.1781851,0.108535,0.1206217,0.1270238,0.1339585,0.1447675,0.1842617,0.105458,0.1276587,0.1918576,,,,,,,,,,,,,
59.52,0.1577051,0.1066001,0.1719075,0.1118303,0.1281219,0.1192533,0.1340804,0.1379154,0.1868961,0.108946,0.1230613,0.20245,,,,,,,,,,,,,
59.53,0.1536111,0.1045474,0.1728603,0.1154794,0.1191074,0.1115484,0.1300834,0.1396611,0.1947607,0.0992445,0.1253797,0.1977117,,,,,,,,,,,,,
59.54,0.1530074,0.1066442,0.1786454,0.1142587,0.1117757,0.1038723,0.1260327,0.1406004,0.1979438,0.111284,0.1334406,0.2007238,,,,,,,,,,,,,
59.55,0.1544456,0.1105767,0.1807956,0.1090507,0.1187111,0.1068522,0.125368,0.1328571,0.1925758,0.098222,0.1427882,0.2071166,,,,,,,,,,,,,
59.56,0.1488569,0.1028531,0.1799716,0.1168491,0.1182273,0.1122304,0.1268124,0.1327323,0.191643,0.096106,0.1241078,0.2098881,,,,,,,,,,,,,
59.57,0.1529374,0.1068988,0.1624717,0.1135904,0.1194172,0.1171621,0.1320511,0.1342317,0.1935034,0.1010617,0.1305487,0.2195766,,,,,,,,,,,,,
59.58,0.1448751,0.1030222,0.1693403,0.1055587,0.0967466,0.1253745,0.1337027,0.1496352,0.188074,0.0959863,0.134271,0.2119987,,,,,,,,,,,,,
59.59,0.1459577,0.1037647,0.1515811,0.1177377,0.1052799,0.1219026,0.1416503,0.1341742,0.1948122,0.0934308,0.1283029,0.2173068,,,,,,,,,,,,,
59.6,0.1454883,0.1038587,0.1638373,0.1160165,0.1047507,0.113188,0.1323334,0.1410999,0.2064737,0.0928085,0.1308193,0.2083933,,,,,,,,,,,,,
59.61,0.1472213,0.1048236,0.1548464,0.1142752,0.1063261,0.1229345,0.1357896,0.136537,0.1882824,0.0889929,0.1325786,0.197803,,,,,,,,,,,,,
59.62,0.1414832,0.1040311,0.1396616,0.1182581,0.1211102,0.113453,0.1388072,0.1382941,0.1970849,0.1021213,0.1274933,0.1935816,,,,,,,,,,,,,
59.63,0.1565546,0.1074087,0.1531307,0.1150299,0.1007705,0.1107305,0.1349402,0.138066,0.202624,0.0955605,0.124801,0.2026652,,,,,,,,,,,,,
59.64,0.1537747,0.1059167,0.1298451,0.1156523,0.1024384,0.1194206,0.1395137,0.1452292,0.2022406,0.1109489,0.1343353,0.2100444,,,,,,,,,,,,,
59.65,0.1472488,0.1060944,0.1383628,0.1157236,0.1010382,0.1069902,0.1321294,0.1463535,0.2055869,0.0999203,0.1283323,0.2011984,,,,,,,,,,,,,
59.66,0.1482514,0.1030596,0.132107,0.1112623,0.1016012,0.1099523,0.1329303,0.1403899,0.2083194,0.0903038,0.1168242,0.1948694,,,,,,,,,,,,,
59.67,0.1506139,0.1107306,0.1268697,0.1246085,0.1131223,0.1046809,0.1350151,0.14228,0.2038943,0.0927206,0.1203052,0.1894142,,,,,,,,,,,,,
59.68,0.1457377,0.1070063,0.1324937,0.1187641,0.1139536,0.1074287,0.1429928,0.1344468,0.208858,0.0977427,0.1308234,0.1924196,,,,,,,,,,,,,
59.69,0.143105,0.107049,0.135322,0.120884,0.1104803,0.1236009,0.1473825,0.1367778,0.1995109,0.0960032,0.1353764,0.1849651,,,,,,,,,,,,,
59.7,0.145386,0.1137452,0.1379649,0.1219373,0.1173228,0.1221675,0.1392201,0.1380944,0.1886417,0.1014818,0.1283737,0.1902359,,,,,,,,,,,,,
59.71,0.1472249,0.1077064,0.1511318,0.1236707,0.1141998,0.1169461,0.13178,0.1348347,0.2035727,0.0979256,0.1318816,0.1963211,,,,,,,,,,,,,
59.72,0.144833,0.1049978,0.1451965,0.116748,0.1153991,0.1185118,0.1311814,0.1344086,0.198453,0.1161195,0.1332462,0.1949864,,,,,,,,,,,,,
59.73,0.1426996,0.1092768,0.1576482,0.1174093,0.1191131,0.1198089,0.1172492,0.1385514,0.1933081,0.107158,0.1305522,0.1925607,,,,,,,,,,,,,
59.74,0.1459576,0.1012367,0.1429082,0.1140199,0.1152873,0.1206245,0.1324007,0.1435877,0.1859657,0.1375276,0.1185744,0.1940171,,,,,,,,,,,,,
59.75,0.1485455,0.1013175,0.1533473,0.1147298,0.1235288,0.1212267,0.1353577,0.1346626,0.1956142,0.1337545,0.1241652,0.197221,,,,,,,,,,,,,
59.76,0.1487322,0.1066757,0.138941,0.1094255,0.1118757,0.1124432,0.1387922,0.1379273,0.2017011,0.1087457,0.1237116,0.2014487,,,,,,,,,,,,,
59.77,0.1466098,0.1132378,0.1232838,0.1084093,0.1209539,0.1080848,0.1394671,0.1352498,0.1875197,0.1057981,0.1156813,0.2004148,,,,,,,,,,,,,
59.78,0.1523202,0.1040183,0.1375413,0.1199673,0.1107765,0.1112481,0.1354255,0.1321971,0.1878876,0.1074667,0.1304051,0.1946036,,,,,,,,,,,,,
59.79,0.1574681,0.1094627,0.1561106,0.1166503,0.1197777,0.114606,0.1279672,0.1335569,0.176218,0.1029516,0.1264594,0.1937592,,,,,,,,,,,,,
59.8,0.1514645,0.1125263,0.1407025,0.1196765,0.1094813,0.1143753,0.129637,0.1372243,0.1847319,0.0955818,0.1225635,0.1804425,,,,,,,,,,,,,
59.81,0.1602185,0.1114727,0.147715,0.1169864,0.1163704,0.122309,0.1370172,0.1359962,0.1925233,0.0974742,0.1176482,0.1918741,,,,,,,,,,,,,
59.82,0.149015,0.0969987,0.1579691,0.1188884,0.1292236,0.1145037,0.1287652,0.1394925,0.1809817,0.1022075,0.122012,0.1877247,,,,,,,,,,,,,
59.83,0.1416548,0.1008691,0.1688053,0.1290002,0.1183417,0.1042579,0.1273482,0.135206,0.1841768,0.0973564,0.1306542,0.1928149,,,,,,,,,,,,,
59.84,0.1541519,0.0968083,0.1677074,0.1148492,0.1057622,0.1115591,0.1331681,0.1428912,0.2001288,0.1020604,0.1306971,0.1878713,,,,,,,,,,,,,
59.85,0.1422998,0.1016655,0.1664253,0.1230907,0.1177642,0.1193975,0.130152,0.1343167,0.1968818,0.101834,0.1351512,0.1965399,,,,,,,,,,,,,
59.86,0.1429827,0.1068217,0.1841064,0.1217484,0.1124902,0.1168599,0.13042,0.1398067,0.2022516,0.1076388,0.1209396,0.1952092,,,,,,,,,,,,,
59.87,0.1456774,0.1016214,0.1644242,0.1162372,0.1079025,0.1213444,0.1253552,0.1410499,0.1881284,0.1090903,0.1208652,0.1884073,,,,,,,,,,,,,
59.88,0.1500164,0.0954304,0.1610293,0.1127379,0.1079039,0.1239091,0.1251666,0.1299697,0.1918116,0.1090692,0.1277806,0.1903334,,,,,,,,,,,,,
59.89,0.1450011,0.100763,0.177419,0.1188072,0.1069102,0.1334844,0.1215011,0.1446581,0.2031864,0.1207956,0.1241121,0.1939183,,,,,,,,,,,,,
59.9,0.1496335,0.0930231,0.1755732,0.1128559,0.1163889,0.1240051,0.1236769,0.1495421,0.1964532,0.1029936,0.1260841,0.2019352,,,,,,,,,,,,,
59.91,0.1486452,0.0981541,0.1662757,0.1198812,0.1174031,0.1213909,0.126808,0.1411953,0.1998707,0.1178772,0.1302246,0.200759,,,,,,,,,,,,,
59.92,0.1588587,0.1082981,0.171625,0.1241864,0.1232367,0.1199803,0.1329309,0.1311529,0.1852725,0.1093614,0.118348,0.1955123,,,,,,,,,,,,,
59.93,0.1509296,0.1108953,0.1603473,0.1133393,0.1223141,0.1195285,0.1282838,0.1380761,0.1923255,0.1172526,0.1232932,0.2014582,,,,,,,,,,,,,
59.94,0.1479328,0.1005315,0.1622213,0.1136926,0.1429318,0.1216279,0.1410488,0.1372487,0.179078,0.1146492,0.1303714,0.1934929,,,,,,,,,,,,,
59.95,0.1492883,0.1083501,0.1635539,0.1128675,0.1374985,0.1195954,0.1393819,0.134909,0.1688844,0.1232764,0.1107345,0.1921072,,,,,,,,,,,,,
59.96,0.1390529,0.1029117,0.1603927,0.1161403,0.1360871,0.1190179,0.1323809,0.1374309,0.1716659,0.1177131,0.1088829,0.2014138,,,,,,,,,,,,,
59.97,0.1472405,0.1074747,0.160276,0.1160184,0.1304202,0.1090923,0.1249804,0.14196,0.173125,0.0981252,0.1189077,0.1909315,,,,,,,,,,,,,
59.98,0.1328697,0.1047294,0.1577613,0.1226407,0.1337337,0.1179127,0.1183642,0.1348175,0.1810181,0.1111064,0.109084,0.2128247,,,,,,,,,,,,,
59.99,0.1335588,0.099625,0.1772402,0.1239947,0.1249077,0.1183363,0.1282,0.1373648,0.1938341,0.1175118,0.1126928,0.2043127,,,,,,,,,,,,,
60,0.1306099,0.1020553,0.1696231,0.119393,0.1410002,0.1103962,0.1221013,0.132532,0.1863179,0.1299384,0.1152105,0.2084255,,,,,,,,,,,,,
60.01,0.1393304,0.1036236,0.1750778,0.1288764,0.1307023,0.1161548,0.1332684,0.1303951,0.1809371,0.1214823,0.1146607,0.2083338,,,,,,,,,,,,,
60.02,0.1320613,0.1129529,0.1729327,0.129698,0.1343829,0.1248638,0.1269957,0.1446749,0.1898547,0.1152374,0.1137532,0.2108855,,,,,,,,,,,,,
60.03,0.135773,0.1058903,0.1748928,0.1197526,0.1552365,0.1192153,0.1337332,0.139098,0.1902512,0.1115758,0.1164249,0.206712,,,,,,,,,,,,,
60.04,0.1392429,0.1134468,0.1817854,0.1121639,0.1441723,0.1224796,0.1337461,0.1368389,0.1835139,0.1036161,0.118664,0.2049851,,,,,,,,,,,,,
60.05,0.1329262,0.1153504,0.1742161,0.1119863,0.1606048,0.1204753,0.1220122,0.1426079,0.1784061,0.1058956,0.1067732,0.2009346,,,,,,,,,,,,,
60.06,0.1363158,0.1222708,0.1867571,0.1147501,0.1651291,0.1195687,0.1283397,0.1433695,0.176717,0.1037139,0.1108075,0.2023559,,,,,,,,,,,,,
60.07,0.1446488,0.1200085,0.1983142,0.1353163,0.1585523,0.112908,0.1370347,0.1419176,0.17873,0.0951751,0.104803,0.199141,,,,,,,,,,,,,
60.08,0.1384778,0.1174355,0.1877686,0.130706,0.1519905,0.1195757,0.1503923,0.1453542,0.1807947,0.0977525,0.113455,0.2012548,,,,,,,,,,,,,
60.09,0.1365612,0.1215321,0.1803811,0.134216,0.1534538,0.1223494,0.1403665,0.1405848,0.1867801,0.0995207,0.1218937,0.1934482,,,,,,,,,,,,,
60.1,0.1355143,0.1078667,0.1745264,0.1264197,0.1386153,0.1224454,0.1326727,0.1283349,0.1818202,0.0947578,0.1233984,0.1865949,,,,,,,,,,,,,
60.11,0.1453302,0.1102664,0.1843465,0.1290416,0.1444104,0.1277416,0.134198,0.1390052,0.1819182,0.1082277,0.1208806,0.192635,,,,,,,,,,,,,
60.12,0.1512819,0.1319991,0.1782011,0.1202683,0.1466694,0.1194033,0.1303077,0.1425285,0.1792426,0.1019966,0.1116458,0.1992083,,,,,,,,,,,,,
60.13,0.1477279,0.1133053,0.1934179,0.1200217,0.1262464,0.1163852,0.1294032,0.1372703,0.1823427,0.1038095,0.1181283,0.2010268,,,,,,,,,,,,,
60.14,0.145281,0.1165656,0.1951998,0.1242417,0.1340869,0.1143492,0.1255851,0.1404176,0.1783057,0.0983717,0.1126698,0.1975909,,,,,,,,,,,,,
60.15,0.1367412,0.1212666,0.1927049,0.1198108,0.1405403,0.1129225,0.1423934,0.1336996,0.1836334,0.0972745,0.1147464,0.1936599,,,,,,,,,,,,,
60.16,0.141442,0.1243699,0.1958272,0.1339507,0.1343528,0.1129243,0.1261055,0.1361719,0.1827719,0.1092392,0.1187489,0.1866958,,,,,,,,,,,,,
60.17,0.1369545,0.121768,0.1711116,0.1219398,0.1347116,0.1123297,0.1339663,0.1377128,0.1855381,0.0995691,0.1208263,0.1923422,,,,,,,,,,,,,
60.18,0.142767,0.1144634,0.1760592,0.1258228,0.1259222,0.1291837,0.1441402,0.132128,0.1828153,0.1090146,0.115767,0.1951206,,,,,,,,,,,,,
60.19,0.1482564,0.1308138,0.1740228,0.1227543,0.1358998,0.1177833,0.1379724,0.1392052,0.1718479,0.102756,0.1131808,0.1919902,,,,,,,,,,,,,
60.2,0.1493524,0.1289168,0.1785837,0.1169459,0.1229648,0.1152335,0.1342287,0.13382,0.1886994,0.0950752,0.1143173,0.1896884,,,,,,,,,,,,,
60.21,0.1561205,0.1308408,0.1895486,0.1148526,0.1113469,0.1243959,0.1241559,0.1337095,0.1740449,0.0931206,0.1120967,0.1946323,,,,,,,,,,,,,
60.22,0.1535865,0.1237452,0.1918721,0.119706,0.1127971,0.1210202,0.130184,0.1396572,0.1888504,0.1041177,0.1165467,0.1980694,,,,,,,,,,,,,
60.23,0.1444375,0.1209775,0.1660593,0.1240928,0.126453,0.1239504,0.1367898,0.1413416,0.1832856,0.1096435,0.1118438,0.2016784,,,,,,,,,,,,,
60.24,0.1510234,0.1055472,0.1796609,0.1265137,0.118838,0.116384,0.1376334,0.1332848,0.1937848,0.1229179,0.1224325,0.2041313,,,,,,,,,,,,,
